Age,Income,MonthsEmployed,DTIRatio,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner,CreditScore
55,53356,120,0.18108362016980076,Secondary,Unemployed,Married,0,1,Education,0,607
56,186445,120,0.48652941403730265,Undergraduate,Self-Employed,Married,1,1,Other-Miscellaneous,0,614
67,72094,120,0.15736823939257857,Undergraduate,Salaried,Divorced/Widowed,1,0,Business,0,555
54,232804,120,0.3110370619737935,Undergraduate,Salaried,Single,1,0,Other-Miscellaneous,0,752
69,171872,120,0.7167455182734837,Undergraduate,Salaried,Married,0,1,Education,0,590
52,102781,120,0.348459368830456,Primary,Salaried,Divorced/Widowed,1,0,Education,0,584
24,237242,24,0.026471442318653803,Undergraduate,Salaried,Married,0,1,Home Improvement,0,709
44,294058,120,0.2972386381365125,Secondary,Self-Employed,Married,0,1,Debt Consolidation,1,784
45,141989,120,0.29300789610067873,Postgraduate,Unemployed,Divorced/Widowed,0,1,Debt Consolidation,0,792
39,118654,120,0.3648392511650847,Primary,Salaried,Married,1,1,Business,0,600
31,163848,120,0.043335932818636666,Secondary,Salaried,Married,0,1,Debt Consolidation,1,665
24,32039,120,0.40828514331831933,Undergraduate,Salaried,Married,0,1,Business,0,532
54,89854,120,0.16503945794444383,Secondary,Salaried,Single,1,1,Other-Miscellaneous,1,649
39,96839,120,0.38241149006606107,Undergraduate,Self-Employed,Married,0,1,Business,1,617
22,73497,120,0.3698284443490174,Undergraduate,Self-Employed,Married,1,0,Other-Miscellaneous,0,563
72,52491,120,0.3093552648233171,Secondary,Salaried,Single,1,1,Debt Consolidation,1,552
19,219352,120,0.2744531229985613,Secondary,Salaried,Married,0,1,Debt Consolidation,0,757
44,113102,120,0.1936844386014533,Undergraduate,Self-Employed,Single,1,1,Other-Miscellaneous,0,705
38,121636,120,0.4861827548973506,Undergraduate,Salaried,Married,0,0,Other-Miscellaneous,1,507
71,308557,120,0.061300241415871565,Undergraduate,Salaried,Married,1,1,Business,1,785
55,84435,36,0.5528507884407783,Undergraduate,Self-Employed,Married,1,0,Education,1,492
32,72328,120,0.41276335455426644,Secondary,Contract-Part-time,Divorced/Widowed,1,1,Business,1,641
38,293324,120,0.27021371927131405,Undergraduate,Salaried,Single,1,1,Other-Miscellaneous,1,752
27,29953,120,0.31439343657133345,Secondary,Unemployed,Married,0,0,Debt Consolidation,1,466
40,102842,120,0.25886438258277117,Postgraduate,Salaried,Single,1,1,Debt Consolidation,1,640
73,54714,120,0.13615517768331847,Secondary,Salaried,Married,0,1,Home Improvement,1,599
56,124759,96,0.28467850800366706,Undergraduate,Self-Employed,Married,0,0,Education,1,657
22,155993,120,0.20031078843023464,Secondary,Self-Employed,Married,1,0,Home Improvement,0,680
18,163092,120,0.32817636739917333,Postgraduate,Salaried,Single,1,1,Other-Miscellaneous,0,696
30,224356,24,0.05064748746974878,Postgraduate,Unemployed,Married,1,1,Debt Consolidation,0,650
38,80658,120,0.45077362730417475,Secondary,Salaried,Single,1,0,Education,1,572
43,84780,120,0.13148350658714858,Secondary,Salaried,Married,1,0,Debt Consolidation,0,582
67,150434,120,0.1489965599777448,Undergraduate,Salaried,Married,1,1,Home Improvement,0,733
62,200787,84,0.1638541000386228,Undergraduate,Salaried,Single,0,1,Other-Miscellaneous,1,647
38,34883,120,0.12206058664291702,Undergraduate,Salaried,Single,1,1,Other-Miscellaneous,0,575
70,126918,120,0.17489801134579128,Primary,Self-Employed,Married,0,1,Home Improvement,1,636
35,71955,120,0.26225958469693283,Undergraduate,Salaried,Married,1,1,Other-Miscellaneous,1,517
54,105844,120,0.240187055465059,Undergraduate,Salaried,Divorced/Widowed,1,1,Debt Consolidation,1,537
62,74209,120,0.4438377105070943,Secondary,Contract-Part-time,Single,0,0,Business,1,613
49,55370,120,0.20276663802073874,Undergraduate,Self-Employed,Married,1,1,Education,1,577
53,43703,48,0.3802252660397464,Secondary,Contract-Part-time,Married,0,0,Debt Consolidation,0,493
34,87481,120,0.31575123486818646,Secondary,Self-Employed,Married,0,0,Other-Miscellaneous,0,550
52,131495,120,0.22539343531042996,Undergraduate,Salaried,Single,0,1,Other-Miscellaneous,1,644
66,60936,120,0.2333608390580394,Secondary,Salaried,Married,0,1,Debt Consolidation,1,602
28,255722,120,0.48080639628321536,Primary,Self-Employed,Married,0,1,Other-Miscellaneous,1,726
38,705569,120,0.4238476442649438,Undergraduate,Contract-Part-time,Divorced/Widowed,0,0,Debt Consolidation,0,850
69,137379,120,0.19541396620337403,Postgraduate,Salaried,Divorced/Widowed,1,1,Debt Consolidation,0,654
72,95512,120,0.332891282679177,Secondary,Self-Employed,Single,0,1,Debt Consolidation,0,583
70,47581,120,0.16691639420877566,Secondary,Contract-Part-time,Married,0,1,Business,1,610
43,132726,120,0.4533769807156526,Postgraduate,Salaried,Divorced/Widowed,1,1,Other-Miscellaneous,1,542
21,321817,120,0.3780290760306641,Secondary,Salaried,Married,1,1,Home Improvement,0,821
51,469199,12,0.34722019882252153,Undergraduate,Contract-Part-time,Single,1,0,Home Improvement,1,850
69,301620,120,0.4362714530468128,Primary,Contract-Part-time,Married,0,1,Debt Consolidation,0,726
65,193812,120,0.2112872323291266,Postgraduate,Salaried,Divorced/Widowed,1,1,Debt Consolidation,0,722
35,137057,120,0.2756544394872777,Undergraduate,Contract-Part-time,Single,0,0,Business,0,577
57,42662,120,0.274343180439265,Secondary,Contract-Part-time,Single,1,0,Debt Consolidation,1,456
52,91146,120,0.12440794486680332,Undergraduate,Self-Employed,Married,1,1,Other-Miscellaneous,1,630
58,83058,120,0.23237843434353034,Undergraduate,Salaried,Married,1,0,Debt Consolidation,0,601
46,91622,120,0.16037849889014028,Secondary,Salaried,Single,0,1,Other-Miscellaneous,0,643
69,55518,120,0.2092354125214784,Undergraduate,Salaried,Divorced/Widowed,1,0,Education,0,623
46,181006,120,0.24742832422483388,Postgraduate,Self-Employed,Single,0,0,Home Improvement,0,661
55,79293,60,0.4955556182232081,Postgraduate,Salaried,Single,1,1,Business,0,540
59,74308,120,0.34687210020333886,Secondary,Salaried,Single,0,1,Business,0,676
38,55668,120,0.1558399810790414,Undergraduate,Self-Employed,Single,0,1,Business,0,663
59,118876,120,0.21073067428891396,Secondary,Self-Employed,Married,1,1,Other-Miscellaneous,0,675
30,326903,120,0.36306101933141177,Primary,Self-Employed,Married,1,1,Business,1,741
66,97912,120,0.284533497627649,Secondary,Unemployed,Married,1,0,Business,0,567
58,123672,120,0.19686607822238117,Undergraduate,Salaried,Married,0,1,Home Improvement,1,549
34,464263,120,0.21600449167955454,Undergraduate,Self-Employed,Married,1,0,Home Improvement,1,850
73,258526,120,0.13914057329155843,Secondary,Contract-Part-time,Married,0,1,Business,0,774
26,157975,120,0.24950435635617224,Undergraduate,Unemployed,Single,1,1,Debt Consolidation,0,661
58,152750,120,0.16432751275921723,Postgraduate,Self-Employed,Single,1,1,Debt Consolidation,0,649
18,60934,120,0.08947768383759769,Undergraduate,Salaried,Single,0,0,Home Improvement,0,638
19,56348,120,0.581192737343575,Undergraduate,Salaried,Married,1,0,Debt Consolidation,1,527
65,110539,120,0.28652268450338236,Undergraduate,Salaried,Divorced/Widowed,0,1,Education,0,654
46,112805,120,0.05288284608345266,Secondary,Unemployed,Single,1,1,Home Improvement,0,732
50,50020,120,0.5203635254748901,Primary,Unemployed,Married,1,1,Other-Miscellaneous,1,470
27,173275,120,0.2696397745627832,Undergraduate,Salaried,Single,0,1,Other-Miscellaneous,0,701
67,79075,120,0.05614167681503588,Undergraduate,Unemployed,Single,1,1,Other-Miscellaneous,1,579
57,243252,120,0.31434741237494507,Undergraduate,Unemployed,Married,1,1,Home Improvement,1,737
38,94435,120,0.18498973551842837,Undergraduate,Contract-Part-time,Married,1,1,Other-Miscellaneous,0,636
45,87979,120,0.2911685823879399,Undergraduate,Contract-Part-time,Divorced/Widowed,1,0,Home Improvement,1,520
28,46633,120,0.4222665778824627,Secondary,Unemployed,Divorced/Widowed,1,1,Business,0,503
72,50904,120,0.18132108910537095,Undergraduate,Contract-Part-time,Married,1,1,Other-Miscellaneous,1,606
51,283285,120,0.10008941550365086,Primary,Salaried,Married,1,0,Other-Miscellaneous,0,850
25,122414,120,0.3576093543637561,Secondary,Unemployed,Single,0,0,Home Improvement,0,702
39,134785,120,0.34661381878313174,Postgraduate,Contract-Part-time,Single,0,1,Debt Consolidation,1,754
25,355228,120,0.17068373974800097,Primary,Self-Employed,Married,1,1,Other-Miscellaneous,0,850
66,34404,120,0.08661528827819558,Postgraduate,Contract-Part-time,Married,1,1,Business,0,590
32,168890,120,0.305377268341824,Undergraduate,Contract-Part-time,Single,1,1,Business,0,672
34,27713,120,0.5740670530790491,Undergraduate,Salaried,Married,0,1,Home Improvement,1,551
40,69555,120,0.21116479761944296,Undergraduate,Salaried,Single,0,1,Debt Consolidation,1,629
41,39495,120,0.680628848588783,Primary,Salaried,Married,1,1,Debt Consolidation,0,398
62,196196,120,0.5687313536543602,Undergraduate,Unemployed,Single,1,0,Debt Consolidation,0,680
36,21768,24,0.2937561841402141,Undergraduate,Salaried,Divorced/Widowed,0,1,Business,0,520
22,82119,120,0.6581264672503268,Undergraduate,Salaried,Married,0,1,Debt Consolidation,0,554
49,39065,120,0.19453991235793486,Undergraduate,Self-Employed,Married,0,1,Debt Consolidation,0,525
61,49819,120,0.42570025107046977,Secondary,Unemployed,Married,0,0,Other-Miscellaneous,1,507
18,56355,120,0.34634501615537094,Postgraduate,Self-Employed,Single,1,1,Business,0,540
40,283589,120,0.6083646045924109,Postgraduate,Self-Employed,Married,0,1,Home Improvement,1,741
54,75494,120,0.18449604114312712,Undergraduate,Contract-Part-time,Single,0,1,Debt Consolidation,0,582
25,393116,120,0.37388842445689674,Secondary,Salaried,Single,0,1,Home Improvement,1,850
30,464756,120,0.21756578187223313,Secondary,Salaried,Divorced/Widowed,1,1,Home Improvement,1,850
25,535495,72,0.41783006161790853,Undergraduate,Salaried,Married,0,1,Other-Miscellaneous,1,850
74,94182,120,0.44643769531849825,Secondary,Salaried,Single,1,1,Other-Miscellaneous,0,563
40,116807,120,0.4857790543290645,Secondary,Salaried,Divorced/Widowed,1,0,Other-Miscellaneous,0,581
60,133567,120,0.470456147795203,Primary,Contract-Part-time,Single,0,1,Debt Consolidation,0,564
18,73571,120,0.16262976833348522,Undergraduate,Contract-Part-time,Divorced/Widowed,1,0,Debt Consolidation,1,615
62,138620,120,0.4895380719841769,Secondary,Salaried,Divorced/Widowed,0,0,Debt Consolidation,0,631
68,46716,120,0.050951550708682174,Secondary,Salaried,Married,0,1,Debt Consolidation,1,559
41,22018,108,0.3640156333528139,Undergraduate,Unemployed,Married,0,1,Home Improvement,0,513
52,174784,120,0.08820071495223653,Undergraduate,Salaried,Married,0,0,Debt Consolidation,0,721
41,74621,120,0.13145233567957115,Secondary,Self-Employed,Married,0,1,Debt Consolidation,0,611
34,45190,120,0.4343005160126017,Primary,Contract-Part-time,Married,1,1,Education,0,556
22,50002,120,0.11344079079423194,Undergraduate,Salaried,Single,1,0,Debt Consolidation,0,599
37,331736,120,0.15089188468348577,Secondary,Salaried,Married,1,1,Debt Consolidation,1,850
38,143098,120,0.19427452365454448,Undergraduate,Contract-Part-time,Single,1,1,Debt Consolidation,0,697
57,29206,120,0.3039394271754325,Undergraduate,Salaried,Married,1,1,Business,0,561
48,38193,120,0.081961316121754,Undergraduate,Contract-Part-time,Divorced/Widowed,1,0,Debt Consolidation,1,615
63,78158,120,0.31439802025678837,Secondary,Salaried,Divorced/Widowed,1,1,Other-Miscellaneous,1,616
53,144513,120,0.35157095022277446,Undergraduate,Salaried,Single,1,1,Business,1,540
28,52278,120,0.04558370377096463,Secondary,Self-Employed,Married,1,1,Debt Consolidation,1,600
69,85960,120,0.2667257625733097,Secondary,Unemployed,Single,0,1,Other-Miscellaneous,1,578
32,108189,120,0.4033046070865671,Secondary,Unemployed,Single,0,1,Debt Consolidation,0,609
36,109997,120,0.6271331962824712,Undergraduate,Salaried,Married,0,0,Home Improvement,0,535
24,14528,120,0.06638199938474672,Secondary,Contract-Part-time,Single,0,0,Debt Consolidation,1,596
68,117867,120,0.22884774944333225,Undergraduate,Salaried,Single,0,1,Home Improvement,1,603
45,24679,72,0.3157895644280163,Secondary,Salaried,Single,1,1,Home Improvement,1,480
68,78502,120,0.5528447465517733,Undergraduate,Self-Employed,Married,0,0,Business,1,549
60,66096,120,0.17290118853205355,Secondary,Salaried,Single,0,1,Education,0,622
22,41648,120,0.27634380853187895,Secondary,Self-Employed,Single,0,1,Business,0,555
22,193790,120,0.4021855285317419,Undergraduate,Salaried,Divorced/Widowed,1,1,Home Improvement,0,666
47,40167,120,0.20389913450180827,Secondary,Salaried,Single,0,0,Education,0,512
71,64968,120,0.48826479007643037,Primary,Salaried,Divorced/Widowed,1,1,Other-Miscellaneous,1,542
49,199383,120,0.34882873372230705,Secondary,Self-Employed,Single,1,1,Home Improvement,0,683
25,63500,120,0.30730683941164505,Primary,Salaried,Single,1,1,Home Improvement,1,554
27,53808,120,0.10262706928136502,Secondary,Self-Employed,Married,1,0,Debt Consolidation,0,594
55,79656,120,0.029774151542512048,Undergraduate,Salaried,Divorced/Widowed,0,1,Debt Consolidation,0,605
64,152116,60,0.11110504795743487,Secondary,Self-Employed,Single,1,1,Other-Miscellaneous,0,636
49,313967,120,0.15660347729680807,Postgraduate,Salaried,Single,1,1,Other-Miscellaneous,0,815
65,46681,120,0.12144487183869601,Primary,Salaried,Married,0,1,Business,0,513
45,49808,120,0.17885321723362535,Secondary,Salaried,Divorced/Widowed,1,1,Home Improvement,0,628
34,79136,120,0.14541241946253372,Secondary,Self-Employed,Divorced/Widowed,0,1,Other-Miscellaneous,1,660
48,118671,120,0.33945046174400534,Secondary,Self-Employed,Married,0,0,Other-Miscellaneous,0,571
25,53305,120,0.11498062917150215,Secondary,Unemployed,Single,0,1,Other-Miscellaneous,1,615
57,171245,24,0.161602771754566,Secondary,Unemployed,Single,0,0,Debt Consolidation,1,548
42,47390,120,0.7020301774012415,Undergraduate,Unemployed,Single,1,0,Other-Miscellaneous,1,536
26,21575,120,0.32455886296087727,Undergraduate,Salaried,Married,0,1,Home Improvement,0,506
19,151058,120,0.2549813539271692,Undergraduate,Contract-Part-time,Married,1,1,Home Improvement,0,667
32,165722,36,0.03684257780672178,Undergraduate,Contract-Part-time,Single,0,1,Debt Consolidation,0,643
67,227685,120,0.4606530625843583,Secondary,Salaried,Married,0,0,Business,0,754
20,20059,120,0.26721121273584414,Secondary,Salaried,Married,0,1,Debt Consolidation,1,507
66,57959,120,0.45773443133356617,Undergraduate,Unemployed,Single,1,1,Education,0,578
53,80753,120,0.04260244181758125,Undergraduate,Salaried,Single,1,1,Debt Consolidation,1,581
21,402546,120,0.21705342200890818,Secondary,Salaried,Divorced/Widowed,1,1,Debt Consolidation,0,850
31,86910,120,0.5748492409454374,Undergraduate,Contract-Part-time,Single,1,1,Business,1,571
58,33616,36,0.5895145342919068,Undergraduate,Unemployed,Single,1,1,Home Improvement,0,444
58,125165,120,0.28662836974515193,Primary,Unemployed,Single,0,1,Home Improvement,1,527
42,281409,120,0.2508817753316827,Secondary,Salaried,Single,0,1,Debt Consolidation,0,750
72,237354,120,0.04123997992118734,Postgraduate,Self-Employed,Single,1,1,Debt Consolidation,1,792
67,154730,108,0.2943135021296775,Undergraduate,Salaried,Divorced/Widowed,1,1,Home Improvement,1,646
27,121796,60,0.16613902322329527,Undergraduate,Salaried,Married,1,1,Business,1,557
38,16087,120,0.33462908116678275,Secondary,Salaried,Married,1,0,Debt Consolidation,0,556
53,100763,120,0.4539572802948427,Undergraduate,Self-Employed,Single,0,1,Debt Consolidation,0,563
29,113835,120,0.3512254122754346,Undergraduate,Self-Employed,Divorced/Widowed,0,1,Other-Miscellaneous,0,686
44,86861,120,0.04621233595232768,Secondary,Salaried,Married,1,0,Debt Consolidation,0,531
57,173803,120,0.11033645246903495,Undergraduate,Self-Employed,Divorced/Widowed,0,1,Debt Consolidation,0,655
19,85750,120,0.5925224297556927,Secondary,Salaried,Married,1,1,Debt Consolidation,0,526
71,73507,120,0.25718694315439483,Secondary,Contract-Part-time,Single,1,1,Debt Consolidation,1,497
30,226658,120,0.2739626945364357,Undergraduate,Contract-Part-time,Married,0,1,Debt Consolidation,0,625
70,70907,120,0.3393122440514886,Undergraduate,Salaried,Single,1,0,Home Improvement,0,602
49,103956,120,0.16982414727312603,Secondary,Contract-Part-time,Divorced/Widowed,1,1,Home Improvement,0,595
48,202404,120,0.23142940947740612,Undergraduate,Unemployed,Single,0,1,Debt Consolidation,0,693
33,43978,24,0.14192130150358465,Secondary,Salaried,Married,0,0,Debt Consolidation,0,579
49,40321,120,0.550420345548227,Postgraduate,Self-Employed,Married,0,1,Other-Miscellaneous,1,500
49,292538,120,0.2809457980349229,Secondary,Salaried,Single,1,0,Debt Consolidation,0,779
51,61440,120,0.6420554390415639,Postgraduate,Self-Employed,Divorced/Widowed,0,0,Business,1,536
28,171775,120,0.4712531636439469,Secondary,Salaried,Married,1,1,Other-Miscellaneous,1,525
27,23854,120,0.2010611592824951,Undergraduate,Salaried,Single,1,0,Debt Consolidation,0,551
32,13327,120,0.35305633686911864,Secondary,Self-Employed,Single,1,1,Other-Miscellaneous,0,516
34,132109,120,0.4109731996123909,Postgraduate,Self-Employed,Single,0,1,Home Improvement,1,656
57,89141,120,0.12049212551159076,Undergraduate,Salaried,Divorced/Widowed,1,1,Debt Consolidation,0,694
35,133106,120,0.12724388426347844,Secondary,Salaried,Married,0,0,Home Improvement,1,580
72,442310,120,0.32863646385689715,Undergraduate,Self-Employed,Divorced/Widowed,0,1,Debt Consolidation,0,850
26,36685,120,0.18352166374767595,Secondary,Salaried,Married,1,1,Debt Consolidation,0,527
42,101778,120,0.2938386758889176,Secondary,Salaried,Married,1,1,Debt Consolidation,0,551
57,321892,120,0.5979390794184608,Undergraduate,Salaried,Married,0,1,Other-Miscellaneous,0,682
31,41175,120,0.27027900067826544,Primary,Salaried,Married,0,0,Debt Consolidation,1,568
42,61834,120,0.045119729614082636,Undergraduate,Salaried,Divorced/Widowed,1,1,Other-Miscellaneous,1,717
67,24008,120,0.36915969932942105,Undergraduate,Unemployed,Divorced/Widowed,1,0,Debt Consolidation,0,567
39,591418,120,0.17069609027341293,Undergraduate,Self-Employed,Single,1,0,Debt Consolidation,0,850
69,16921,120,0.12667693338955538,Primary,Self-Employed,Married,1,0,Other-Miscellaneous,0,544
47,187000,120,0.13149681912575686,Secondary,Salaried,Married,0,1,Other-Miscellaneous,0,766
37,34343,84,0.36678871816353686,Secondary,Contract-Part-time,Single,1,0,Debt Consolidation,0,561
38,42586,120,0.41046760054333037,Undergraduate,Contract-Part-time,Single,0,0,Debt Consolidation,0,513
61,231228,120,0.3614898303552847,Undergraduate,Contract-Part-time,Single,1,1,Home Improvement,0,740
49,54501,120,0.11046556877618438,Primary,Unemployed,Single,1,0,Business,0,625
68,166280,120,0.3453823265116601,Undergraduate,Contract-Part-time,Divorced/Widowed,1,1,Other-Miscellaneous,0,647
63,297754,120,0.3495748733337949,Secondary,Salaried,Married,1,0,Debt Consolidation,0,764
66,115908,120,0.32481202438836404,Undergraduate,Salaried,Married,1,0,Other-Miscellaneous,1,607
73,201074,84,0.2647108289824275,Undergraduate,Salaried,Divorced/Widowed,0,1,Business,0,655
38,105296,48,0.47677939238164135,Undergraduate,Unemployed,Married,0,1,Other-Miscellaneous,0,584
52,109273,120,0.30016691832697806,Undergraduate,Salaried,Married,1,1,Other-Miscellaneous,0,647
49,59400,120,0.45533640670737235,Undergraduate,Salaried,Married,1,1,Education,0,495
47,461892,12,0.14064069154675113,Undergraduate,Salaried,Married,0,1,Other-Miscellaneous,1,850
72,178845,120,0.2528379588633119,Secondary,Salaried,Married,1,1,Other-Miscellaneous,1,719
56,149858,120,0.1243212119754752,Undergraduate,Self-Employed,Divorced/Widowed,0,1,Other-Miscellaneous,0,666
66,182816,120,0.13182205589513238,Undergraduate,Salaried,Single,1,1,Other-Miscellaneous,1,715
29,57421,120,0.19831360321616961,Secondary,Salaried,Divorced/Widowed,0,1,Other-Miscellaneous,1,520
58,207892,120,0.3401919463447397,Postgraduate,Salaried,Single,1,1,Debt Consolidation,0,752
64,342732,120,0.15546598713666696,Undergraduate,Salaried,Married,0,1,Other-Miscellaneous,0,848
35,32710,24,0.42917791193296595,Undergraduate,Contract-Part-time,Married,0,1,Home Improvement,1,436
38,152245,120,0.1948370410233818,Primary,Contract-Part-time,Single,0,1,Home Improvement,0,693
30,103801,120,0.20312975017635662,Postgraduate,Salaried,Divorced/Widowed,0,1,Education,1,652
38,65163,120,0.13520738430292314,Undergraduate,Salaried,Married,1,0,Debt Consolidation,1,656
25,41167,48,0.2494589242368538,Undergraduate,Salaried,Single,1,1,Debt Consolidation,0,425
63,229013,120,0.2961353576707945,Undergraduate,Contract-Part-time,Married,1,1,Other-Miscellaneous,0,671
57,116586,120,0.051703174817126864,Secondary,Salaried,Married,0,1,Business,0,692
63,83641,120,0.5620154324089134,Secondary,Salaried,Single,1,0,Home Improvement,0,467
24,152345,120,0.10878368922917904,Undergraduate,Salaried,Married,0,0,Debt Consolidation,0,676
40,89144,120,0.29154852955444444,Secondary,Unemployed,Married,0,1,Education,1,651
61,56203,60,0.17632937767638687,Undergraduate,Salaried,Married,1,1,Debt Consolidation,1,567
49,109443,120,0.18664644625753268,Undergraduate,Salaried,Married,1,1,Debt Consolidation,1,604
28,96528,120,0.09128020876387888,Secondary,Salaried,Divorced/Widowed,1,1,Other-Miscellaneous,0,685
39,23876,36,0.14997340134567697,Postgraduate,Salaried,Single,1,1,Debt Consolidation,1,456
39,59655,120,0.6938189666663298,Secondary,Salaried,Married,1,0,Business,0,444
60,35899,120,0.38096418755760225,Secondary,Salaried,Divorced/Widowed,1,0,Other-Miscellaneous,0,528
42,26340,120,0.1311699890825405,Postgraduate,Salaried,Single,1,1,Debt Consolidation,0,506
39,143509,120,0.06792444837601007,Secondary,Self-Employed,Married,1,0,Other-Miscellaneous,0,709
45,57814,120,0.14808934645534116,Primary,Unemployed,Single,0,1,Education,0,613
46,227095,120,0.3497969859400094,Secondary,Salaried,Single,1,1,Education,1,702
30,22859,120,0.08731564126400701,Undergraduate,Unemployed,Married,1,1,Other-Miscellaneous,0,582
35,77792,60,0.23954314030361828,Primary,Unemployed,Married,1,1,Home Improvement,1,571
19,60310,120,0.08139759780824889,Undergraduate,Salaried,Married,0,1,Business,0,649
46,27934,120,0.46943796366531304,Secondary,Unemployed,Married,1,0,Other-Miscellaneous,0,473
38,99118,120,0.45644141981429975,Undergraduate,Salaried,Divorced/Widowed,0,1,Debt Consolidation,0,564
32,29955,120,0.23630665172025397,Undergraduate,Salaried,Married,0,1,Debt Consolidation,0,450
69,117968,120,0.19810674461193079,Secondary,Salaried,Single,0,0,Home Improvement,0,640
44,175712,120,0.2216605927101494,Undergraduate,Self-Employed,Divorced/Widowed,0,1,Other-Miscellaneous,0,708
67,122276,12,0.4198397174243301,Secondary,Contract-Part-time,Single,1,1,Debt Consolidation,0,433
48,135280,120,0.34252435472994636,Secondary,Contract-Part-time,Single,0,1,Education,0,574
32,225254,120,0.3899399257139596,Undergraduate,Self-Employed,Married,1,0,Education,1,741
68,96624,96,0.27623456527061635,Undergraduate,Self-Employed,Divorced/Widowed,1,0,Other-Miscellaneous,0,531
40,50979,120,0.1365480489316168,Undergraduate,Salaried,Married,1,0,Education,1,630
41,60647,120,0.20592875394200094,Undergraduate,Self-Employed,Married,1,0,Home Improvement,0,572
61,61703,120,0.15191797957282285,Undergraduate,Contract-Part-time,Married,0,1,Debt Consolidation,1,566
30,42844,120,0.030146243817078616,Secondary,Contract-Part-time,Married,1,0,Debt Consolidation,0,515
39,184862,120,0.33249030883460556,Undergraduate,Self-Employed,Divorced/Widowed,1,1,Home Improvement,0,702
60,150470,120,0.33707467561866333,Secondary,Self-Employed,Single,0,1,Business,1,553
54,26055,120,0.154937538943884,Secondary,Salaried,Single,1,0,Home Improvement,0,548
50,50967,60,0.6312194939121354,Secondary,Contract-Part-time,Divorced/Widowed,0,1,Other-Miscellaneous,0,466
73,41208,120,0.33223417820717793,Undergraduate,Self-Employed,Married,0,0,Business,0,511
20,127245,120,0.20526246373021553,Undergraduate,Salaried,Married,1,0,Debt Consolidation,0,673
71,233563,120,0.18166041272646535,Secondary,Unemployed,Single,0,1,Business,1,850
36,141287,24,0.5283915811376924,Undergraduate,Salaried,Married,1,1,Debt Consolidation,0,577
40,56333,120,0.5042759829699104,Undergraduate,Unemployed,Single,1,0,Other-Miscellaneous,0,433
46,76482,120,0.2665407023475294,Secondary,Salaried,Single,0,1,Education,1,595
47,32393,120,0.1125826615537115,Undergraduate,Contract-Part-time,Single,1,0,Debt Consolidation,0,596
56,34443,72,0.3372524091592527,Undergraduate,Salaried,Divorced/Widowed,0,0,Debt Consolidation,0,369
61,194238,120,0.39594410791435397,Undergraduate,Salaried,Married,1,0,Home Improvement,1,652
64,313416,120,0.36289434770156465,Secondary,Unemployed,Divorced/Widowed,0,1,Other-Miscellaneous,0,805
42,55725,120,0.26920419420063635,Undergraduate,Contract-Part-time,Single,1,1,Home Improvement,0,596
54,102589,120,0.037374790971533615,Secondary,Self-Employed,Married,1,1,Other-Miscellaneous,0,635
64,175679,120,0.3200474758339721,Postgraduate,Unemployed,Married,0,1,Home Improvement,0,607
25,26080,120,0.49963023185911953,Undergraduate,Salaried,Divorced/Widowed,0,1,Debt Consolidation,0,431
59,42661,120,0.10356142708870653,Undergraduate,Salaried,Married,0,0,Debt Consolidation,0,507
33,486459,120,0.570884601879496,Secondary,Salaried,Married,1,1,Debt Consolidation,0,850
25,45881,120,0.40484384139666507,Undergraduate,Self-Employed,Married,0,0,Debt Consolidation,1,539
18,73904,120,0.341173941279753,Postgraduate,Salaried,Married,1,0,Other-Miscellaneous,1,710
61,60940,120,0.533098083069672,Secondary,Unemployed,Single,1,1,Debt Consolidation,0,553
22,20013,48,0.22900463249183395,Secondary,Self-Employed,Married,1,1,Other-Miscellaneous,1,490
20,105469,120,0.11457684283798582,Secondary,Self-Employed,Married,0,1,Debt Consolidation,1,626
18,96741,120,0.4037803859672895,Undergraduate,Salaried,Married,0,1,Debt Consolidation,0,640
21,114082,120,0.37741218931768167,Secondary,Unemployed,Single,1,1,Other-Miscellaneous,0,555
57,92257,120,0.40060516711467176,Undergraduate,Salaried,Married,0,1,Business,0,600
52,68330,120,0.15054182825944712,Secondary,Self-Employed,Married,0,1,Other-Miscellaneous,0,630
49,65263,12,0.33929377150458173,Secondary,Salaried,Married,1,0,Debt Consolidation,0,518
59,66161,120,0.1452585978993055,Secondary,Salaried,Married,1,1,Other-Miscellaneous,0,584
51,44759,120,0.30012525747407015,Secondary,Unemployed,Single,1,1,Debt Consolidation,1,583
60,50663,120,0.06442469011251273,Undergraduate,Contract-Part-time,Single,1,1,Debt Consolidation,0,537
42,45363,120,0.28677537749429194,Secondary,Salaried,Married,1,1,Debt Consolidation,0,484
27,156174,120,0.19485242147064097,Undergraduate,Salaried,Married,0,1,Other-Miscellaneous,0,807
38,126106,120,0.23345358852725756,Undergraduate,Salaried,Married,1,1,Debt Consolidation,0,647
63,100882,120,0.12547291400178023,Secondary,Salaried,Married,0,1,Other-Miscellaneous,0,620
56,466872,120,0.08801252674146347,Postgraduate,Salaried,Single,0,1,Home Improvement,0,850
44,47072,120,0.16250984917918485,Secondary,Contract-Part-time,Divorced/Widowed,1,1,Education,0,596
44,241595,120,0.1519586947651485,Undergraduate,Salaried,Married,0,1,Other-Miscellaneous,0,850
19,80175,120,0.42147268732902804,Undergraduate,Self-Employed,Divorced/Widowed,1,1,Business,0,563
